date,name,calls,voicemail,call_time,request_type,number_done,pages_sent,time_spent,cds_created,images_clouded,comment
06/28/2022,Sophia Kim,238,57,0,Patient,35,1973,3,2,19,
06/29/2023,Noah Rodriguez,244,17,4,Continuing care,86,2149,6,17,186,
09/02/2022,Elijah Nguyen,115,50,6,Regulatory,94,1636,6,11,108,
01/01/2022,James McCarty,239,7,6,Law enforcement,47,1224,3,1,119,
09/04/2022,Liam Patel,140,52,5,Law enforcement,48,3029,8,1,35,
11/02/2022,Liam Patel,225,38,0,Law enforcement,69,672,6,38,130,
06/15/2022,Sophia Kim,145,9,5,Regulatory,17,3952,0,0,171,
07/17/2022,Liam Patel,77,22,7,Law enforcement,25,283,3,30,38,
11/21/2023,Karen Smith,189,63,6,Attorney,93,4076,8,11,60,
08/02/2023,Noah Rodriguez,27,2,1,Work comp,93,3852,2,17,172,
01/11/2022,Sophia Kim,70,57,7,Patient,17,76,0,33,22,
12/27/2022,James McCarty,153,19,3,Work comp,7,4000,0,14,100,
01/28/2022,Noah Rodriguez,156,3,1,Insurance,81,698,4,35,48,
02/26/2022,Elijah Nguyen,62,16,3,Continuing care,9,2391,4,10,78,
12/06/2022,Karen Smith,47,63,6,Insurance,46,1214,6,27,156,
07/01/2023,Noah Rodriguez,205,28,8,Work comp,19,2559,1,12,172,
06/04/2022,Liam Patel,190,70,4,Work comp,26,2365,5,38,192,
09/01/2022,Noah Rodriguez,155,71,5,Insurance,37,3681,3,28,37,
11/18/2023,Noah Rodriguez,243,38,8,Regulatory,83,4150,7,27,19,
07/09/2022,Ava Singh,247,62,0,Law enforcement,102,2088,6,12,112,
02/10/2023,Elijah Nguyen,7,50,0,Work comp,35,3879,3,31,78,
11/09/2022,Karen Smith,38,28,5,Insurance,35,3785,0,44,134,
03/21/2023,Liam Patel,20,56,1,Regulatory,97,26,3,37,49,
04/25/2022,Sophia Kim,198,15,1,Law enforcement,102,2935,0,44,195,
11/25/2023,Noah Rodriguez,42,15,7,Law enforcement,74,2011,1,18,20,
04/24/2023,Noah Rodriguez,133,19,6,Insurance,81,4982,1,14,184,
06/02/2022,James McCarty,66,2,8,Insurance,94,3488,4,42,16,
04/14/2023,Noah Rodriguez,175,63,7,Regulatory,79,2130,6,4,193,
10/19/2023,Sophia Kim,54,32,8,Continuing care,97,474,1,30,23,
12/26/2023,Sophia Kim,218,74,5,Regulatory,38,2822,6,34,21,
06/26/2022,James McCarty,145,36,2,Continuing care,18,1613,5,19,44,
09/26/2022,James McCarty,74,70,3,Work comp,93,1403,0,36,40,
07/19/2023,Ava Singh,106,29,7,Continuing care,100,3124,5,13,61,
07/25/2023,Liam Patel,221,40,2,Law enforcement,89,2078,8,12,165,
12/26/2023,James McCarty,230,61,8,Law enforcement,39,4369,3,10,22,
02/10/2023,Noah Rodriguez,100,67,4,Insurance,62,3541,2,22,35,
08/15/2022,Ava Singh,111,27,3,Patient,11,2477,2,15,1,
03/06/2023,Ava Singh,16,10,6,Law enforcement,98,823,2,41,146,
09/16/2023,Liam Patel,54,18,2,Continuing care,43,3786,4,20,140,
11/26/2023,Karen Smith,181,0,3,Continuing care,18,4448,5,26,58,
04/12/2022,Karen Smith,230,70,7,Work comp,70,2498,0,23,61,
10/12/2023,Elijah Nguyen,201,22,4,Continuing care,82,1787,2,39,16,
08/25/2022,Sophia Kim,137,3,6,Continuing care,37,2493,5,43,171,
01/19/2022,Elijah Nguyen,159,52,4,Law enforcement,69,2839,8,30,79,
08/17/2023,James McCarty,154,71,8,Attorney,14,1318,0,8,90,
04/30/2022,Karen Smith,70,16,2,Patient,8,3941,0,29,101,
01/20/2022,Noah Rodriguez,42,68,6,Regulatory,45,1201,4,40,81,
01/25/2023,Ava Singh,137,7,3,Insurance,70,4730,8,21,70,
12/12/2023,James McCarty,241,45,0,Patient,30,1817,8,26,154,
10/23/2022,Ava Singh,220,40,8,Regulatory,63,3047,8,41,9,
06/30/2023,Sophia Kim,175,34,4,Patient,17,1080,0,24,40,
08/09/2023,Elijah Nguyen,162,50,4,Patient,72,1829,4,28,67,
08/09/2022,Karen Smith,93,46,3,Regulatory,77,1071,8,30,8,
01/21/2023,Karen Smith,143,27,5,Attorney,19,190,7,0,48,
09/24/2022,Sophia Kim,189,45,2,Continuing care,27,1987,2,14,37,
08/26/2022,James McCarty,174,45,0,Work comp,48,3992,3,29,107,
08/17/2022,Sophia Kim,244,1,6,Attorney,51,4893,7,35,161,
10/27/2023,Noah Rodriguez,198,45,6,Patient,31,3811,6,16,8,
02/06/2023,Sophia Kim,201,27,8,Law enforcement,97,1308,4,31,164,
12/21/2023,Sophia Kim,80,30,3,Patient,70,3733,8,1,61,
08/24/2023,Ava Singh,182,65,0,Attorney,90,1264,5,31,131,
04/08/2023,Ava Singh,32,43,2,Work comp,69,1307,3,24,80,
08/21/2022,Elijah Nguyen,42,37,8,Attorney,0,4095,2,27,1,
11/30/2022,Elijah Nguyen,124,5,0,Attorney,99,4807,7,35,107,
05/03/2023,Elijah Nguyen,224,73,5,Attorney,8,2187,7,40,146,
06/28/2023,Elijah Nguyen,96,21,3,Work comp,51,1777,4,14,17,
07/16/2022,Liam Patel,21,53,3,Regulatory,43,2156,8,32,171,
11/19/2022,Liam Patel,236,63,4,Work comp,92,1788,5,11,77,
12/20/2023,James McCarty,221,46,5,Law enforcement,70,2090,3,13,89,
08/22/2022,Karen Smith,208,37,6,Insurance,24,912,5,14,61,
05/21/2022,Karen Smith,210,24,0,Attorney,83,4729,5,26,155,
04/28/2023,Sophia Kim,136,6,2,Law enforcement,59,2563,5,0,82,
06/07/2022,Ava Singh,75,22,2,Insurance,67,4876,0,26,53,
12/14/2022,Liam Patel,50,12,1,Regulatory,44,1506,5,7,99,
09/19/2023,Elijah Nguyen,236,38,2,Insurance,26,4294,3,24,123,
11/04/2023,Elijah Nguyen,118,63,5,Attorney,56,727,3,40,155,
08/21/2023,Karen Smith,128,4,3,Continuing care,11,1387,5,18,9,
09/11/2023,Noah Rodriguez,9,10,0,Attorney,63,4574,4,31,23,
08/22/2023,Elijah Nguyen,130,9,2,Patient,41,3841,1,4,84,
11/15/2022,Noah Rodriguez,46,6,7,Attorney,51,2912,5,31,72,
01/03/2023,Sophia Kim,191,21,8,Work comp,66,4287,8,38,135,
07/20/2023,James McCarty,121,72,2,Attorney,89,1460,4,10,86,
03/01/2022,Liam Patel,136,24,0,Attorney,85,2882,8,23,129,
05/27/2022,Noah Rodriguez,207,8,7,Continuing care,7,1154,1,11,92,
08/02/2022,Elijah Nguyen,160,57,4,Patient,100,1505,0,44,36,
03/25/2022,Liam Patel,17,48,7,Patient,66,3069,8,15,16,
10/06/2022,James McCarty,175,18,5,Patient,49,3145,5,0,17,
07/11/2023,Ava Singh,125,37,7,Regulatory,67,2025,2,10,18,
02/22/2023,James McCarty,130,8,6,Law enforcement,91,1859,4,16,132,
11/20/2023,Sophia Kim,19,48,6,Continuing care,24,2175,6,1,41,
09/15/2023,Noah Rodriguez,210,53,3,Law enforcement,16,1425,2,29,78,
07/20/2022,James McCarty,142,9,7,Work comp,30,2327,6,12,18,
09/01/2022,Sophia Kim,157,27,6,Law enforcement,40,1753,5,41,118,
03/17/2023,Elijah Nguyen,101,74,1,Insurance,60,4227,2,27,173,
07/08/2023,Noah Rodriguez,115,4,3,Continuing care,69,1239,2,39,58,
08/07/2023,Liam Patel,114,30,3,Patient,90,506,2,32,118,
08/23/2023,Ava Singh,159,23,0,Attorney,50,1040,6,11,60,
12/26/2023,James McCarty,109,24,1,Work comp,49,985,1,12,57,
11/20/2023,Elijah Nguyen,210,66,8,Attorney,3,3051,4,3,128,
07/01/2022,Ava Singh,139,10,4,Law enforcement,59,1990,4,44,139,
12/09/2023,Noah Rodriguez,198,12,1,Attorney,33,1319,3,3,150,
09/17/2022,Liam Patel,218,3,0,Continuing care,95,2908,6,21,21,
04/03/2022,Karen Smith,247,35,3,Insurance,73,2050,5,39,109,
11/17/2023,Liam Patel,177,27,8,Continuing care,70,3462,8,28,150,
07/30/2022,Karen Smith,96,72,7,Insurance,70,2110,1,29,55,
12/19/2022,James McCarty,9,35,5,Insurance,36,991,2,20,83,
05/08/2023,Noah Rodriguez,159,44,5,Continuing care,89,4137,3,12,5,
01/12/2023,Elijah Nguyen,92,70,3,Attorney,92,3586,5,9,193,
02/16/2023,Karen Smith,29,17,2,Work comp,99,2216,0,25,72,
07/22/2022,Karen Smith,180,5,5,Continuing care,70,4373,1,35,168,
09/02/2023,Elijah Nguyen,112,23,3,Law enforcement,28,3628,1,40,178,
12/21/2023,Elijah Nguyen,76,73,3,Patient,13,3836,0,30,195,
12/12/2023,Noah Rodriguez,224,9,7,Law enforcement,22,3785,4,33,40,
01/29/2022,Sophia Kim,183,2,6,Work comp,98,1383,6,40,59,
06/25/2023,Liam Patel,188,21,5,Attorney,50,2012,5,13,185,
04/18/2022,Noah Rodriguez,158,42,6,Attorney,84,4555,6,27,74,
07/25/2023,Sophia Kim,47,5,8,Attorney,65,3194,3,14,158,
09/06/2022,Noah Rodriguez,230,53,8,Work comp,11,4318,7,33,155,
03/09/2023,Sophia Kim,4,2,4,Regulatory,33,4182,8,34,43,
01/17/2022,Elijah Nguyen,203,35,5,Work comp,17,3267,6,0,68,
12/07/2022,Sophia Kim,71,55,4,Continuing care,87,3372,0,42,150,
05/24/2023,Elijah Nguyen,160,51,0,Regulatory,46,4578,7,44,39,
07/18/2022,Sophia Kim,114,46,3,Patient,14,3504,3,18,119,
01/19/2023,Liam Patel,101,8,2,Attorney,85,3323,7,11,48,
11/30/2023,James McCarty,195,37,7,Work comp,86,3353,4,25,193,
06/29/2023,Ava Singh,176,11,1,Insurance,36,1529,5,29,63,
11/28/2023,Noah Rodriguez,26,4,6,Regulatory,91,4120,7,5,51,
01/18/2022,Liam Patel,134,29,7,Insurance,5,1010,1,37,138,
07/04/2022,James McCarty,220,70,3,Continuing care,90,2075,3,16,67,
01/03/2022,Elijah Nguyen,138,37,5,Attorney,66,1736,6,25,28,
01/11/2022,Elijah Nguyen,79,42,1,Insurance,100,4838,7,13,73,
06/27/2023,James McCarty,147,63,6,Patient,45,3560,3,37,10,
07/13/2022,Sophia Kim,232,4,3,Attorney,22,3602,1,43,44,
06/03/2023,Liam Patel,116,51,0,Patient,30,3964,5,11,27,
06/12/2023,Noah Rodriguez,76,36,8,Regulatory,41,1458,3,38,36,
07/20/2023,Noah Rodriguez,200,58,3,Law enforcement,19,4348,2,6,153,
06/23/2023,Sophia Kim,143,67,7,Continuing care,55,4575,7,23,97,
02/20/2023,Sophia Kim,215,11,7,Regulatory,86,2077,1,35,92,
08/05/2022,James McCarty,84,14,6,Patient,47,4225,1,33,159,
10/07/2022,Noah Rodriguez,186,72,6,Insurance,92,1548,8,23,29,
08/14/2022,Liam Patel,104,70,5,Regulatory,76,3698,2,10,56,
08/20/2023,Ava Singh,221,17,2,Law enforcement,3,4737,7,3,95,
01/23/2023,Noah Rodriguez,3,72,7,Regulatory,29,1791,4,11,196,
06/20/2022,Elijah Nguyen,174,72,8,Law enforcement,58,72,0,32,180,
11/06/2023,Elijah Nguyen,32,18,1,Law enforcement,93,1581,3,16,54,
10/01/2023,Sophia Kim,195,5,3,Law enforcement,2,101,4,43,139,
12/06/2023,Noah Rodriguez,66,37,5,Work comp,103,4527,2,13,191,
01/15/2023,Ava Singh,126,63,0,Work comp,20,1559,2,25,110,
11/03/2022,Sophia Kim,116,1,0,Regulatory,57,3059,7,7,86,
10/02/2022,Elijah Nguyen,168,6,1,Insurance,98,2477,6,2,195,
08/06/2023,Karen Smith,58,36,7,Continuing care,60,3028,5,4,21,
06/22/2022,Karen Smith,8,13,8,Insurance,72,2604,7,25,129,
10/28/2022,Noah Rodriguez,216,62,8,Work comp,92,599,6,41,116,
03/07/2023,Elijah Nguyen,48,35,2,Law enforcement,29,2002,5,11,156,
04/15/2022,Sophia Kim,0,4,7,Attorney,22,1907,4,7,72,
08/24/2023,Karen Smith,221,65,1,Work comp,27,1405,6,24,67,
11/07/2023,Ava Singh,168,39,3,Patient,9,3154,0,42,157,
09/25/2022,Liam Patel,237,36,4,Regulatory,102,2859,2,11,116,
03/27/2023,James McCarty,120,72,4,Work comp,74,2855,1,9,37,
11/25/2023,Ava Singh,164,40,8,Law enforcement,33,2165,2,2,197,
11/16/2023,Ava Singh,224,52,5,Continuing care,90,220,5,2,95,
03/13/2022,Liam Patel,94,15,3,Continuing care,100,3223,7,39,43,
09/21/2023,Karen Smith,128,66,4,Law enforcement,1,3575,7,17,87,
10/11/2023,Liam Patel,62,46,8,Patient,22,2817,1,8,104,
12/06/2022,Elijah Nguyen,59,26,7,Patient,30,2874,5,30,53,
09/08/2022,Ava Singh,223,57,8,Attorney,45,1375,0,22,29,
11/01/2023,Noah Rodriguez,55,57,6,Law enforcement,46,201,4,3,68,
08/20/2022,Karen Smith,156,31,0,Insurance,4,1467,0,17,147,
08/04/2023,Karen Smith,173,2,6,Continuing care,70,836,3,31,198,
06/02/2022,Karen Smith,143,20,1,Attorney,41,608,4,11,189,
06/21/2022,Ava Singh,95,11,1,Regulatory,14,4918,7,0,109,
03/02/2023,Liam Patel,187,37,8,Continuing care,97,1426,4,8,155,
03/28/2022,Sophia Kim,144,26,5,Attorney,72,2084,2,31,68,
12/23/2022,Noah Rodriguez,201,38,7,Continuing care,76,1916,4,6,16,
04/21/2023,Noah Rodriguez,209,1,5,Work comp,38,2123,8,31,147,
06/01/2022,James McCarty,207,9,8,Regulatory,48,3447,0,10,0,
07/01/2022,Ava Singh,174,17,0,Regulatory,95,40,5,38,7,
07/02/2022,Elijah Nguyen,111,30,6,Law enforcement,2,2468,3,2,127,
05/27/2023,Noah Rodriguez,197,69,2,Law enforcement,72,2944,4,15,63,
12/16/2023,Elijah Nguyen,154,27,5,Continuing care,103,1304,1,23,181,
09/21/2022,Liam Patel,191,38,2,Regulatory,93,3457,8,33,62,
03/22/2023,Elijah Nguyen,191,3,1,Law enforcement,98,70,8,40,45,
02/24/2023,Liam Patel,128,40,5,Work comp,89,3649,0,12,55,
02/19/2023,Liam Patel,191,42,7,Attorney,5,3345,5,38,50,
04/01/2023,Elijah Nguyen,223,17,6,Regulatory,92,4546,5,0,0,
12/15/2022,Noah Rodriguez,176,18,5,Law enforcement,39,1722,6,0,13,
02/17/2022,Elijah Nguyen,136,4,1,Law enforcement,96,1992,3,32,116,
04/10/2023,Ava Singh,125,6,6,Law enforcement,31,831,4,44,95,
08/25/2023,Noah Rodriguez,154,52,2,Regulatory,72,1984,2,33,116,
06/07/2023,Liam Patel,168,1,1,Insurance,86,3649,1,34,33,
05/15/2022,Elijah Nguyen,162,64,8,Continuing care,65,1079,0,22,104,
09/23/2023,Liam Patel,110,33,7,Insurance,85,4803,0,3,160,
04/04/2023,James McCarty,28,59,0,Attorney,51,923,1,2,190,
03/27/2023,Karen Smith,99,30,5,Work comp,93,3009,3,25,53,
07/19/2023,Elijah Nguyen,61,22,1,Work comp,21,2127,6,18,64,
11/06/2023,Liam Patel,151,67,2,Attorney,84,2610,3,14,58,
09/07/2022,Ava Singh,62,73,7,Attorney,6,1290,3,30,139,
05/10/2023,Sophia Kim,88,8,6,Law enforcement,84,3991,0,11,30,
02/14/2023,Elijah Nguyen,28,48,2,Attorney,99,1536,1,16,28,
10/08/2022,James McCarty,129,42,4,Work comp,71,4517,2,40,52,
07/23/2022,Karen Smith,27,35,0,Law enforcement,27,4314,6,17,192,
02/06/2022,Sophia Kim,228,49,1,Regulatory,45,3648,1,17,70,
12/03/2023,Sophia Kim,235,19,4,Insurance,103,593,4,34,99,
04/18/2023,Karen Smith,51,17,2,Attorney,25,2969,6,18,28,
12/09/2022,Karen Smith,167,39,0,Law enforcement,101,357,2,41,181,
08/11/2022,Karen Smith,111,65,2,Law enforcement,40,4099,3,5,119,
06/23/2022,James McCarty,221,11,6,Work comp,11,4765,6,24,119,
07/24/2023,James McCarty,222,42,0,Attorney,71,2078,1,4,108,
07/12/2022,Karen Smith,81,10,2,Work comp,78,3752,2,27,3,
03/10/2023,Liam Patel,209,66,6,Law enforcement,10,605,0,40,53,
01/21/2022,Elijah Nguyen,115,28,2,Attorney,30,3997,5,30,97,
07/26/2022,Sophia Kim,101,65,1,Law enforcement,47,2209,2,6,128,
09/05/2022,Ava Singh,235,24,0,Patient,70,2374,1,3,37,
11/22/2023,Noah Rodriguez,103,64,1,Work comp,83,2261,0,16,31,
06/27/2023,Karen Smith,142,21,7,Continuing care,73,1807,0,11,169,
01/05/2022,Elijah Nguyen,183,69,4,Continuing care,81,4506,2,15,44,
09/07/2023,Karen Smith,68,27,5,Regulatory,66,2541,0,0,195,
05/01/2023,Noah Rodriguez,45,55,4,Law enforcement,2,3944,8,23,156,
02/19/2023,Liam Patel,38,30,7,Attorney,21,3199,4,35,49,
09/01/2023,Liam Patel,248,49,1,Attorney,30,2221,4,12,22,
12/15/2022,Karen Smith,187,40,2,Law enforcement,99,526,6,31,84,
03/01/2022,Sophia Kim,155,66,6,Work comp,54,1243,3,31,93,
06/23/2023,Ava Singh,207,71,6,Patient,8,3436,7,43,76,
07/15/2023,James McCarty,8,28,4,Work comp,40,3737,4,0,99,
07/05/2023,Noah Rodriguez,82,50,6,Insurance,78,905,4,20,166,
03/30/2022,Ava Singh,156,37,1,Regulatory,89,401,8,6,67,
08/13/2022,Ava Singh,52,34,0,Patient,79,2303,3,26,161,
11/25/2023,Elijah Nguyen,53,19,0,Regulatory,89,1400,5,33,53,
06/16/2022,Ava Singh,77,20,7,Regulatory,101,810,8,38,81,
07/07/2022,Noah Rodriguez,143,22,6,Insurance,50,3455,4,32,3,
10/23/2022,Noah Rodriguez,34,48,8,Patient,3,2186,6,25,71,
10/29/2023,Karen Smith,37,33,5,Regulatory,51,1449,2,43,193,
03/22/2022,Sophia Kim,166,19,6,Insurance,50,3798,0,21,79,
05/02/2022,Elijah Nguyen,77,4,0,Patient,13,3332,4,25,134,
08/16/2023,Karen Smith,67,63,8,Work comp,80,1546,6,10,61,
11/16/2022,Elijah Nguyen,229,27,3,Law enforcement,68,1432,0,42,34,
08/31/2022,Elijah Nguyen,156,10,0,Law enforcement,52,314,7,36,109,
04/04/2023,Liam Patel,32,49,3,Law enforcement,55,3174,8,8,51,
06/16/2023,Liam Patel,173,46,5,Insurance,27,2355,8,0,129,
09/14/2023,Liam Patel,71,46,1,Attorney,103,1217,7,14,11,
07/21/2022,Ava Singh,221,52,0,Continuing care,55,4257,7,12,12,
03/27/2022,Ava Singh,161,9,0,Patient,50,4901,8,16,96,
04/05/2023,Ava Singh,127,14,4,Work comp,13,1919,8,9,57,
08/30/2022,Noah Rodriguez,209,56,1,Patient,20,4885,7,3,150,
10/11/2022,Elijah Nguyen,83,9,8,Law enforcement,30,4047,1,33,24,
01/24/2023,Liam Patel,68,11,3,Insurance,59,4226,6,14,59,
10/20/2023,Noah Rodriguez,61,63,1,Attorney,58,1328,2,37,198,
07/05/2023,Noah Rodriguez,198,71,1,Work comp,73,2460,4,5,17,
11/24/2023,Sophia Kim,100,29,6,Attorney,75,3817,2,1,27,
12/10/2022,James McCarty,169,0,2,Attorney,36,377,2,31,52,
02/19/2022,Elijah Nguyen,248,3,0,Regulatory,77,1018,4,3,39,
12/26/2022,Liam Patel,211,71,0,Continuing care,17,175,2,18,3,
01/28/2022,Karen Smith,173,33,7,Law enforcement,85,165,4,14,77,
12/27/2023,Karen Smith,240,4,8,Attorney,87,3097,2,20,3,
08/19/2022,Karen Smith,171,39,2,Continuing care,83,4973,0,38,124,
11/19/2022,Noah Rodriguez,201,2,2,Regulatory,96,1683,0,34,195,
05/04/2022,Liam Patel,156,10,1,Law enforcement,101,273,7,31,180,
09/24/2023,James McCarty,62,42,1,Law enforcement,20,2347,1,40,81,
07/18/2023,Elijah Nguyen,76,73,8,Continuing care,6,1745,5,21,32,
06/12/2022,Noah Rodriguez,127,34,1,Patient,42,4603,6,22,35,
02/14/2023,James McCarty,194,11,5,Insurance,68,2737,2,26,130,
03/14/2023,Ava Singh,235,66,8,Patient,50,1965,0,0,67,
11/12/2022,Liam Patel,48,30,4,Patient,90,1669,8,39,176,
05/31/2022,James McCarty,246,23,1,Patient,94,1100,7,8,79,
04/29/2022,Sophia Kim,76,47,4,Patient,69,1751,4,16,8,
08/26/2023,Elijah Nguyen,172,57,2,Regulatory,57,2482,4,31,49,
07/06/2022,Liam Patel,235,19,2,Insurance,55,1717,4,34,19,
02/11/2023,Karen Smith,205,68,3,Attorney,4,3896,4,17,73,
08/30/2023,Karen Smith,33,49,8,Work comp,80,3718,4,24,79,
02/28/2022,James McCarty,174,70,1,Law enforcement,67,2370,3,8,44,
05/12/2022,Noah Rodriguez,40,11,1,Attorney,72,561,2,33,81,
02/05/2023,Noah Rodriguez,219,6,6,Continuing care,17,2432,4,16,178,
11/17/2022,Ava Singh,152,8,1,Law enforcement,36,540,5,27,101,
11/26/2022,Noah Rodriguez,155,65,8,Work comp,89,1105,2,21,30,
12/01/2023,James McCarty,97,68,3,Work comp,87,3912,6,10,79,
12/03/2022,Karen Smith,116,64,6,Continuing care,26,3919,3,2,129,
12/13/2023,Noah Rodriguez,155,17,2,Work comp,45,3333,6,44,10,
07/23/2023,Sophia Kim,127,9,5,Continuing care,85,1142,6,18,29,
07/07/2022,Sophia Kim,65,55,5,Attorney,95,1316,0,42,44,
11/16/2023,Karen Smith,72,45,4,Law enforcement,6,3160,6,30,41,
04/01/2022,Liam Patel,76,8,5,Continuing care,43,3639,6,22,18,
07/03/2022,Elijah Nguyen,199,70,7,Attorney,20,290,6,24,46,
07/24/2022,Sophia Kim,125,18,1,Law enforcement,67,4271,2,43,172,
09/22/2023,Karen Smith,70,37,3,Law enforcement,81,2591,5,16,138,
12/02/2023,Ava Singh,246,58,3,Law enforcement,51,3803,1,20,94,
04/03/2023,James McCarty,139,71,5,Continuing care,30,1034,4,39,167,
08/14/2022,Noah Rodriguez,85,36,3,Insurance,89,211,0,38,141,
11/27/2023,Noah Rodriguez,28,29,0,Continuing care,84,4099,3,24,64,
05/18/2023,Ava Singh,61,33,5,Work comp,11,1642,7,9,18,
03/17/2022,James McCarty,122,46,4,Law enforcement,68,648,6,13,36,
06/28/2022,Karen Smith,129,50,4,Patient,88,4031,0,40,155,
07/31/2023,Elijah Nguyen,159,19,7,Regulatory,65,4551,2,25,190,
06/27/2022,Noah Rodriguez,239,16,7,Law enforcement,19,4100,7,1,81,
11/01/2023,James McCarty,143,60,1,Attorney,7,4766,5,38,0,
08/19/2023,Noah Rodriguez,27,20,7,Regulatory,102,4689,7,28,76,
04/24/2023,Noah Rodriguez,181,25,1,Work comp,92,4700,8,31,43,
01/07/2023,Sophia Kim,55,2,5,Attorney,60,4850,6,8,18,
01/12/2023,Ava Singh,213,58,5,Law enforcement,101,1376,0,38,11,
06/28/2023,Liam Patel,158,66,6,Law enforcement,1,2593,8,10,196,
01/12/2022,James McCarty,201,71,2,Patient,80,1512,6,26,156,
05/18/2023,Ava Singh,39,64,3,Patient,82,4146,8,11,194,
10/27/2023,Noah Rodriguez,107,67,4,Attorney,35,3056,3,25,9,
12/26/2023,Noah Rodriguez,156,33,5,Regulatory,38,969,7,12,43,
04/19/2023,James McCarty,49,8,3,Continuing care,39,2321,8,14,191,
07/31/2023,Ava Singh,78,35,8,Regulatory,70,233,2,41,114,
02/06/2023,James McCarty,190,58,0,Continuing care,87,2112,6,24,127,
08/07/2022,Liam Patel,197,26,3,Law enforcement,30,2304,3,17,125,
09/24/2023,Liam Patel,194,7,3,Law enforcement,39,308,5,17,54,
01/26/2022,Liam Patel,40,38,3,Insurance,100,348,8,4,132,
12/15/2022,James McCarty,34,12,8,Attorney,39,3727,8,14,55,
04/04/2022,Sophia Kim,210,13,8,Continuing care,84,4074,4,1,132,
06/13/2022,Elijah Nguyen,94,35,0,Work comp,70,2405,4,21,91,
09/20/2023,Karen Smith,223,28,5,Continuing care,34,3106,1,29,97,
01/07/2022,Sophia Kim,158,33,4,Continuing care,5,805,7,10,19,
10/17/2022,James McCarty,231,14,2,Regulatory,35,5,3,3,29,
04/03/2022,Liam Patel,183,52,7,Insurance,52,3265,6,0,105,
11/28/2023,Liam Patel,195,54,5,Work comp,71,3968,8,42,95,
05/12/2022,Liam Patel,163,10,8,Attorney,17,2934,8,24,60,
08/15/2023,James McCarty,31,52,3,Regulatory,15,854,7,25,16,
12/05/2022,Noah Rodriguez,181,9,5,Continuing care,50,2136,1,29,14,
08/25/2023,Noah Rodriguez,75,61,3,Regulatory,67,809,2,42,150,
03/19/2022,James McCarty,88,63,6,Continuing care,7,1039,0,41,144,
08/02/2023,Karen Smith,62,57,5,Insurance,30,3205,2,30,157,
02/22/2023,Liam Patel,6,73,1,Patient,26,1728,4,25,89,
02/14/2022,James McCarty,81,36,5,Insurance,65,185,2,12,25,
07/08/2023,Liam Patel,139,19,1,Work comp,55,2542,4,14,0,
05/04/2023,Elijah Nguyen,117,66,0,Continuing care,53,975,0,37,149,
07/20/2023,Elijah Nguyen,155,70,3,Law enforcement,37,721,2,8,141,
07/11/2022,Ava Singh,160,31,4,Continuing care,93,1938,8,42,115,
05/11/2022,Sophia Kim,65,10,4,Insurance,93,4197,3,38,141,
03/19/2023,Ava Singh,181,65,4,Work comp,37,1384,4,21,71,
07/29/2022,Liam Patel,177,25,3,Insurance,27,2360,6,6,86,
09/23/2022,Karen Smith,189,22,5,Patient,11,1585,7,2,53,
06/08/2022,Liam Patel,38,15,2,Continuing care,7,1605,3,5,137,
09/05/2023,Karen Smith,156,9,1,Continuing care,97,1368,6,17,43,
07/10/2022,Sophia Kim,28,70,3,Attorney,56,298,0,32,172,
03/10/2023,Ava Singh,53,65,2,Attorney,32,102,2,30,167,
06/18/2022,James McCarty,157,41,7,Law enforcement,68,3911,5,19,88,
01/26/2023,Elijah Nguyen,138,34,4,Work comp,5,3531,3,11,13,
06/15/2022,Noah Rodriguez,174,62,2,Patient,60,3876,1,1,44,
02/14/2023,Elijah Nguyen,64,71,6,Work comp,56,3587,2,34,91,
10/09/2022,Noah Rodriguez,247,21,5,Attorney,62,2157,8,37,52,
11/15/2023,James McCarty,52,50,4,Work comp,58,928,0,15,23,
11/13/2022,Liam Patel,235,37,1,Regulatory,81,1917,4,14,106,
01/07/2023,Ava Singh,45,7,5,Patient,13,966,6,23,194,
01/08/2023,Sophia Kim,87,1,5,Work comp,33,3397,4,14,193,
10/29/2023,Ava Singh,189,4,1,Attorney,57,3434,5,41,83,
09/15/2023,James McCarty,215,54,2,Attorney,23,4178,7,32,71,
06/04/2023,Ava Singh,111,19,0,Regulatory,96,25,4,7,151,
02/10/2023,Noah Rodriguez,110,71,3,Regulatory,21,4008,1,24,137,
07/10/2023,Ava Singh,133,69,1,Law enforcement,90,2839,3,41,152,
07/24/2022,Noah Rodriguez,182,64,3,Law enforcement,78,3807,0,0,170,
10/07/2023,James McCarty,119,56,0,Attorney,62,4534,0,24,155,
01/04/2022,Noah Rodriguez,23,28,3,Insurance,36,4184,7,8,188,
03/01/2023,Karen Smith,81,13,6,Insurance,81,3632,2,2,4,
08/21/2023,James McCarty,165,29,3,Attorney,63,2882,7,32,0,
03/04/2023,Elijah Nguyen,77,53,6,Patient,35,3003,5,17,156,
01/11/2022,Noah Rodriguez,64,34,8,Continuing care,43,4870,1,31,103,
10/28/2022,Ava Singh,19,64,3,Attorney,68,265,8,26,13,
05/06/2022,Elijah Nguyen,237,36,7,Law enforcement,69,3811,4,5,10,
12/26/2022,Noah Rodriguez,1,49,3,Continuing care,47,4192,0,40,159,
12/23/2023,Karen Smith,23,18,0,Regulatory,16,3843,3,24,100,
09/12/2022,Liam Patel,173,15,2,Patient,8,4966,1,23,14,
